journal_clean,year
Le Journal des Fluides,2020
Industrie et Technologies,2014
Industrie et Technologies,2015
La Nouvelle République du Centre OuestINDRE ET LOIRE,2018
01 net,2020
La Tribune,2014
L'Express,2016
Votre argent,2015
CosmétiqueMag Hebdo,2018
Le Progrès Lyon,2017
L'Est Républicain,2017
NewsPressançais,2017
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2012
Sud Ouest,2013
Sud Ouest,2013
Sud Ouest,2013
Sud Ouest,2013
La Dépêche du MidiComminges; Toulouse,2017
Le Monde,2016
JournalAuto,2017
01 net,2015
IT for Business,2018
Challenges,2016
Le Monde,2017
Ouest France,2017
La Correspondance économique,2018
Nord ÉclairToutes éditions,2017
IT for Business,2019
Les Echos,2019
mind Fintech,2020
Les Echos,2018
Libération,2014
Acteurs Publics Nominations,2019
Le Figaro,2017
Aujourd'hui en France,2014
Le Parisien,2014
Le Figaro Magazine,2018
La Correspondance de la Publicité,2013
Le Point,2012
Capital Finance,2017
La Voix du NordToutes éditions,2012
Midi Libre,2017
La Provence,2018
RiskAssur,2017
Boursier,2018
ABC Bourse,2020
ABC Bourse,2020
Cercle Finance,2015
Cercle Finance,2020
Cercle Finance,2020
Stratégies – Le 13H,2020
L'Usine Nouvelle,2020
Stratégies,2020
Cercle Finance,2020
Cercle Finance,2017
Stratégies,2020
L'Usine Nouvelle,2020
Stratégie,2018
La Correspondance de la Publicité,2020
Cercle Finance,2019
Emerce,2016
IT for Business,2016
La Correspondance de la Publicité,2020
La Provence,2019
L'Usine Nouvelle,2019
Action Co,2019
mind Health,2019
L'Usine Nouvelle,2019
La Tribune,2019
La Provence,2018
Libération,2018
LSA,2018
L'Echo républicain,2015
La République du Centre,2015
Le Figaro Étudiant,2015
Challenges,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2018
E marketing,2018
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
E marketing,2017
Midi Libre,2018
E marketing,2018
DAF Mag,2018
E marketing,2017
E marketing,2017
E marketing,2018
E marketing,2018
E marketing,2018
E marketing,2018
E marketing,2018
DAF Mag,2018
DAF Mag,2018
DAF Mag,2018
DAF Mag,2018
E marketing,2018
E marketing,2017
E marketing,2018
E marketing,2018
E marketing,2018
DAF Mag,2018
DAF Mag,2018
DAF Mag,2018
E marketing,2018
E marketing,2017
E marketing,2018
E marketing,2018
La Provence,2020
Entreprise et Carrières,2019
Emerce,2018
E marketing,2018
E marketing,2018
E marketing,2018
Emerce,2018
Emerce,2018
Emerce,2018
Emerce,2018
E marketing,2018
E marketing,2018
Emerce,2018
E marketing,2018
Emerce,2018
Emerce,2018
E marketing,2018
Emerce,2018
Emerce,2018
Emerce,2018
DAF Mag,2018
DAF Mag,2018
DAF Mag,2018
Emerce,2018
Emerce,2018
E marketing,2018
E marketing,2018
E marketing,2018
E marketing,2018
E marketing,2018
E marketing,2018
La Lettre de l'audiovisuel,2016
Les Echos,2016
La Tribune,2017
Nord Littoral,2017
La Tribune,2020
Les Echos,2017
L'AGEFI,2018
La Tribune,2020
ABC Bourse,2020
Le Figaro,2018
mind Health,2020
Sciences et Avenir,2019
Bus et Car Connexion,2020
L'Usine Nouvelle,2017
Le Monde,2015
Sud Ouest,2019
L'Usine Nouvelle,2018
Les Echos,2016
Les Echos,2015
Investir,2020
Investir,2019
Investir,2020
Investir,2019
La Tribune,2019
Le Progrès Lyon,2012
ElectroniqueS,2019
Systèmes de paiement,2019
Sciences et Avenir,2020
Investir Le Journal des finances,2019
L'AGEFI,2018
Science et Vie,2020
Le Bien Public,2019
Sécurité Informatique,2018
La Lettre de l'Expansion,2016
Le Figaro,2019
Décideurs Magazine,2017
Boursier,2020
Technologies Bancaires,2018
Relation Client,2018
E Commerce,2016
La Tribune,2017
La Tribune,2018
L'Usine Nouvelle,2019
Sud Ouest,2018
E Commerce,2017
E Commerce,2018
La Tribune,2014
La Tribune,2014
Le Journal des entreprises,2016
mind Health,2020
Action Co,2017
LSA,2018
Biofil,2019
SPORT Stratégies,2020
ABC Bourse,2020
Le Parisien,2017
Le Parisien,2017
Capital Finance,2019
Capital Finance,2019
Option Finance,2020
Option Finance,2020
Option Finance,2020
Décideurs Magazine,2020
Décideurs Magazine,2019
Décideurs Magazine,2019
La Correspondance économique,2012
La Correspondance économique,2012
Air et Cosmos,2017
La Provence,2019
Challenges,2017
La Correspondance de la Publicité,2013
Les Echos,2020
Les Echos,2018
IT for Business,2015
La Dépêche du MidiGers,2020
Le Berry républicainCher; Cher,2020
CosmétiqueMag,2019
L'AGEFI,2019
Boursier,2020
La Montagne,2017
L'Echo touristique,2019
Stratégies,2019
Challenges,2017
Le Courrier de l'OuestNord Anjou,2020
Les Echos,2018
La Dépêche du MidiGers,2016
NewsPressançais,2017
Bulletin Quotidien,2017
Le Populaire du CentreHaute Vienne; Limoges; Creuse,2017
La Correspondance de la Publicité,2018
Les Echos,2019
La Correspondance de la Publicité,2018
IT for Business,2016
Stratégies – Le 13H,2020
IT for Business,2016
Réponses Photo,2020
La Tribune,2019
Courrier International,2020
La Lettre de l'Expansion,2011
Décideurs Magazine,2019
Stratégies,2018
IT for Business,2018
La Correspondance de la Publicité,2017
Le Figaro,2018
Boursier,2018
La Correspondance de la Publicité,2017
Le Télégramme BretagneLORIENT,2017
La Correspondance de la Presse,2018
Atlantico,2013
Stratégie,2018
Sud Ouest,2016
RiskAssur,2020
ElectroniqueS,2019
Boursier,2018
RiskAssur,2020
Business Immo,2020
La Lettre d'écoNormandieToutes éditions,2019
Les Echos,2015
Ouest France,2014
Le Progrès Lyon,2020
Rue89,2014
Le Journal des entreprises,2017
Business Immo,2018
L'Usine Nouvelle,2018
IT for Business,2017
L'Argus de l'assurance,2017
L'Argus de l'assurance,2017
L'Argus de l'assurance,2017
La Tribune,2019
Business Immo,2019
Recyclage Récupération,2020
Air et Cosmos,2020
Le Moniteur des Travaux Publics et du Bâtiment,2020
Le Journal du Net JDN,2019
Banques des Particuliers,2017
La Lettre Valloire,2011
La Recherche,2019
L'Argus de l'assurance,2019
Sud Ouest,2019
RiskAssur,2020
La Lettre de l'audiovisuel,2017
Option Finance,2020
JournalAuto,2020
L'Usine Nouvelle,2019
La Lettre de l'Expansion,2020
Boursier,2018
E marketing,2020
ElectroniqueS,2016
Midi Libre,2020
Midi Libre,2016
Technologies Bancaires,2016
Le Journal du Net JDN,2020
Business Immo,2018
La Montagne,2019
Caractère,2014
L'Argus de l'assurance,2020
Sud Ouest,2019
Le Petit Bleu d'AgenPB,2020
Le Petit Bleu d'AgenPB,2017
Le Petit Bleu d'AgenPB,2020
La Dépêche du MidiLot et Garonne,2020
Le Petit Bleu d'AgenPB,2020
Stratégies,2017
Stratégie,2019
Stratégies,2017
Stratégies,2018
La Lettre des juristes d'affaires Hebdo,2017
La Lettre des juristes d'affaires Hebdo,2018
Centre Presse AveyronRODEZ_CP,2012
IT for Business,2020
Connexion Transports Territoires,2016
Le Populaire du CentreCreuse; Haute Vienne; Limoges,2018
01 net,2016
Revue Lamy Droit de l'immatériel,2018
La Lettre de l'Expansion,2019
Le Télégramme Bretagne,2019
La Tribune,2018
La Tribune,2018
Ouest France,2017
Midi Libre,2014
Midi Libre,2018
Midi Libre,2014
Midi Libre,2013
Le Figaro,2020
Les Echos,2019
La Tribune,2018
Sciences et Avenir,2019
Sciences et Avenir,2019
L'Obs,2020
L'Obs,2018
Atlantico,2017
L'Usine Nouvelle,2018
La Dépêche du MidiGers,2014
Sud Ouest,2019
Tour Hebdo,2018
Les Echos,2020
Les Echos,2018
La Dépêche du MidiGÉNÉRAL,2018
Le Figaro,2018
RiskAssur,2016
Le Figaro,2018
L'Obs,2020
Le Progrès Lyon,2016
Le Figaro,2018
Challenges,2020
Libération,2018
La Tribune,2017
Banques des Particuliers,2016
Les Echos,2017
Les Echos,2018
Sud Ouest,2020
Banques Hebdo,2020
Air et Cosmos,2017
Aujourd'hui en France,2015
L'Usine Nouvelle,2018
L'Usine Nouvelle,2020
Les Cahiers du DRH,2019
L'Express,2016
Les Cahiers Techniques du Bâtiment,2020
Boursier,2017
La Correspondance économique,2017
Midi Libre,2020
ToulÉco,2018
Industrie et Technologies,2018
Le Progrès de FécampPays de Caux; Grand Rouen Elbeuf; Dieppe Pays de Bray; Le Havre; Eure; France; Eure; Pays de Caux; Grand Rouen Elbeuf; Dieppe Pays de Bray; Le Havre; Eure; France; Eure; Pays de Caux; Grand Rouen Elbeuf; Dieppe Pays de Bray; Le Havre; Eure; France; Eure; Pays de Caux; Grand Rouen Elbeuf; Dieppe Pays de Bray; Le Havre; Eure; France; Eure; Pays de Caux; Grand Rouen Elbeuf; Dieppe Pays de Bray; Le Havre; Eure; France; Eure,2017
L'Usine Nouvelle,2020
Les Echos,2020
L'Usine Nouvelle,2018
La Lettre de l'Expansion,2017
Votre argent,2018
L'Usine Nouvelle,2017
La Provence,2016
La Dépêche du MidiComminges; Toulouse,2018
La Dépêche du MidiGÉNÉRAL,2018
La Tribune,2019
L'Usine Nouvelle,2017
Les Echos,2017
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
L'Echo touristique,2017
Tour Hebdo,2017
La Correspondance de la Publicité,2019
L'Union FranceLaon,2018
La Provence,2020
La Provence,2018
La Provence,2020
L'Officiel des Transporteurs,2018
L'Officiel des Transporteurs,2018
La Correspondance de la Publicité,2018
Capital Finance,2020
Industrie et Technologies,2018
Le Quotidien du Médecin,2018
Les Echos,2017
L'Obs,2015
IT for Business,2018
La Dépêche du MidiTarn Castres; Tarn Albi,2017
Le Monde,2016
Le Monde,2016
Les Echos,2018
L'Est éclair,2018
ikipresse,2019
Sud Ouest,2019
Sud Ouest,2020
Télérama,2020
La Dépêche du MidiAriège,2014
Presse Océan,2013
Stratégies – Le 13H,2019
Nord Littoral,2017
Les Echos,2017
Le Courrier de l'OuestDeux Sevres,2018
Le Télégramme Bretagne,2013
La Tribune,2014
Sciences et Avenir,2018
La Montagne,2015
L'AGEFI,2019
L'AGEFI,2019
Madame Figaro,2019
Le Journal de Saône et LoireBRE,2015
La Dépêche du MidiTarn Albi,2019
Le Monde,2017
Ouest France,2015
Stratégies – Le 13H,2019
JournalAuto,2019
Boursier,2017
La Croix,2019
Les Echos,2017
Le Figaro,2020
20 Minutes,2020
L'AGEFI,2016
Midi Libre,2015
Ouest France,2012
La Dépêche du MidiGers,2016
Le Journal des Loisirs Interactifs,2016
Le Figaro Magazine,2018
Midi Libre,2014
L'Est Républicain,2018
Le Monde,2019
Emerce,2016
20 Minutes,2018
L'Obs,2018
Business Immo,2019
E marketing,2018
La Dépêche du MidiSud Est,2019
Le Monde,2016
La Tribune,2017
Sciences et Avenir,2019
La Dépêche du MidiTarn Albi,2014
Stratégies,2014
La Dépêche du MidiTarn Castres; Tarn Albi,2017
La Dépêche du MidiTarn Castres; Tarn Albi,2017
La Dépêche du MidiTarn Castres; Tarn Albi,2017
L'Obs,2018
20 Minutes,2018
L'Yonne républicaineNord,2015
Le Journal du CentreNièvre,2015
Le Berry républicainCher,2015
Le Télégramme Bretagne,2019
Les Cahiers de Science et Vie,2012
L'Usine Nouvelle,2017
AMC Le Moniteur Architecture,2013
Les Echos,2016
L'Yonne républicaineSud; Nord,2017
Sciences et Avenir,2018
La Dépêche du MidiTarn Albi,2015
Investir Le Journal des finances,2017
La Correspondance de la Presse,2018
LSA,2018
L'Usine Nouvelle,2019
L'Usine Nouvelle,2018
ChannelBiz,2018
Le Figaro,2017
Le Monde,2017
La Tribune,2017
La Tribune,2017
L'Usine Nouvelle,2018
Aujourd'hui en France,2020
Le Huffington Post,2015
HuffPost France,2017
Le Huffington Post,2017
IT for Business,2018
L'Est éclair,2019
L'Est éclair,2019
La Correspondance de la Publicité,2018
NewsPressançais,2017
ElectroniqueS,2012
La Voix du NordToutes éditions,2017
La Tribune,2020
La Voix du NordToutes éditions,2013
Les Echos,2019
Libération,2016
Boursier,2018
mind Health,2018
L'AGEFI,2018
RiskAssur,2017
mind Fintech,2018
Mind Fintech,2018
Business Immo,2018
L'Argus de l'assurance,2019
Investissement Conseils,2020
RiskAssur,2017
Le Journal des entreprises,2016
Le Figaro,2017
20 Minutes,2018
Ouest France,2016
L'Usine Nouvelle,2017
Marketing France,2017
Bulletin Quotidien,2020
La Correspondance de la Publicité,2017
Le Point,2016
La Correspondance de la Publicité,2020
La Lettre de l'Assurance,2017
Le Journal de Saône et LoireHaute Loire; Lons,2020
Evene,2011
Le Télégramme Bretagne,2019
Relation Client,2017
La Croix,2012
Banques Hebdo,2016
Banques Hebdo,2016
La Tribune,2015
Liaisons sociales Magazine,2020
Paris Match,2020
La Tribune,2015
L'Usine Nouvelle,2020
La Lettre de l'audiovisuel,2017
La Tribune,2018
L'Usine Nouvelle,2020
L'AGEFI,2018
Les Echos,2019
mind Health,2020
Les Echos,2020
La Tribune,2017
Cercle Finance,2015
Les Echos,2018
L'Obs,2020
RiskAssur,2019
Les Echos,2020
L'AGEFI,2020
L'Usine Nouvelle,2020
autoactu,2018
Le Progrès Lyon,2018
Sécurité Informatique,2017
Sécurité Informatique,2017
L'Argus de l'assurance,2018
La Tribune,2019
Air et Cosmos,2020
Assurances des Particuliers,2019
Les Echos,2018
mind Media,2018
Le Point,2019
Mind,2018
Entreprise et Carrières,2018
Sud Ouest,2016
l'Humanité,2016
Mind,2017
L'Est Républicain,2016
L'Usine Nouvelle,2019
La Tribune,2018
L'Usine Nouvelle,2018
Les Echos,2017
Les Echos,2017
Air et Cosmos,2019
Les Echos,2017
Les Echos,2017
L'Usine Nouvelle,2018
L'Usine Nouvelle,2020
L'Obs,2018
Relation Client,2019
Le Point,2020
La Dépêche du MidiLot et Garonne,2020
La Gazette desmunes,2018
L'Usine Nouvelle,2017
La Tribune,2015
Courrier International,2018
Le Parisien,2020
Emerce,2017
Emerce,2017
Relation Client,2020
Les Echos,2020
L'Usine Nouvelle,2017
L'Argus de l'assurance,2017
Le Journal du Net JDN,2019
Midi Libre,2019
mind Health,2020
Les Echos,2019
Mind,2016
L'Usine Nouvelle,2020
L'Usine Nouvelle,2019
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
L'Union FranceL'Union Ardennes,2018
Action Co,2020
Emballages magazine,2018
Les Echos,2019
Aujourd'hui en France,2016
L'Usine Nouvelle,2018
Les Echos,2017
La Tribune,2019
La Tribune,2019
Le Télégramme Bretagne,2019
Le Figaro,2019
L'Union FranceVitry,2017
L'AGEFI,2019
Décision Atelier,2019
Les Echos,2018
Midi Libre,2018
La Tribune,2017
LSA,2017
Courrier picardToutes éditions,2020
Intelligence Onlineançais,2020
AMC Le Moniteur Architecture,2019
Les Echos,2018
Le Figaro,2016
Le Journal du Net JDN,2020
Industrie et Technologies,2020
La Tribune,2018
l'Humanité,2020
La Dépêche du MidiGÉNÉRAL,2020
L'Usine Nouvelle,2019
L'Usine Nouvelle,2020
La Tribune,2018
Le Journal du Net JDN,2019
LSA,2019
Wansquare,2018
Les Echos,2019
L'Argus de l'assurance,2020
Option Finance,2017
Nord Éclair,2018
Liaisons sociales Magazine,2019
Industrie et Technologies,2013
Les Echos,2020
Artisans Mag',2019
Les Echos,2017
Le Journal du Net JDN,2020
L'Est éclair,2019
Action Co,2018
Décision Achats,2018
L'Argus de l'assurance,2020
Les Echos,2018
Le Monde,2018
Les Echos,2018
Boursier,2020
L'Usine Nouvelle,2018
News Assurances Pro,2017
Le Figaro Magazine,2019
CosmétiqueMag,2018
Les Echos,2016
Les Echos,2017
Le Journal du Net JDN,2019
Courrier International,2018
Les Echos,2018
Le Monde,2014
Le Monde,2014
Le Progrès Lyon,2019
L'Usine Nouvelle,2020
Le Figaro Magazine,2019
La Gazette desmunes,2018
M Le Magazine du Monde,2020
L'Usine Nouvelle,2020
La Lettre A,2020
Décideurs Magazine,2018
Le Télégramme Bretagne,2018
La Lettre de l'audiovisuel,2014
JournalAuto,2020
Le Point,2019
Le Bien Public,2020
Air et Cosmos,2020
IT for Business,2019
JournalAuto,2020
Le Quotidien du Médecin,2017
L'AGEFI,2013
L'Indépendant,2019
Les Echos,2019
L'Usine Nouvelle,2020
l'Humanité,2018
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
LSA,2018
L'Usine Nouvelle,2018
La Voix du NordMaubeuge,2011
Le Figaro,2019
Télérama,2018
TOM,2020
TOM,2020
Investissement Conseils,2019
La Tribune,2015
Libération,2015
La Tribune,2019
Industrie et Technologies,2011
Investir Le Journal des finances,2016
L'Usine Nouvelle,2015
Stratégies,2016
IT for Business,2018
E marketing,2019
Aujourd'hui en France,2016
Sciences et Avenir,2017
La Provence,2017
Ouest France,2016
Libération,2016
01 net,2019
L'Est éclair,2017
Le Moniteur Entrepreneurs et Installateurs,2015
L'Usine Nouvelle,2019
Industrie et Technologies,2012
Cercle Finance,2017
Cercle Finance,2020
Le Télégramme Bretagne,2012
TOM,2019
TOM,2020
TOM,2020
TOM,2020
TOM,2019
Charente LibreToutes,2019
Ouest France,2019
Ouest France,2019
La Provence,2020
Aujourd'hui en France,2015
Midi Libre,2015
Stratégies,2017
La Correspondance de la Presse,2019
Le Monde,2014
La Correspondance de la Publicité,2018
La Correspondance économique,2018
L'Usine Nouvelle,2018
La Lettre de l'audiovisuel,2018
mind Health,2018
Le Monde,2019
LSA,2015
Les Echos,2018
LSA,2020
Nord Éclair,2017
Le Figaro,2017
Le Télégramme Bretagne,2018
Ouest France,2018
Les Echos,2018
L'Usine Nouvelle,2017
L'AGEFI,2020
Charente LibreToutes,2020
Silicon,2019
Air et Cosmos,2019
La Correspondance de la Publicité,2017
L'Usine Nouvelle,2020
La Tribune,2018
Les Echos,2016
Le Figaro,2016
LSA,2017
L'Usine Nouvelle,2020
LSA,2020
Le Figaro,2017
Cercle Finance,2016
Les Echos,2017
20 Minutes,2020
Stratégie,2019
L'Usine Nouvelle,2020
LSA,2016
Les Echos,2019
L'Usine Nouvelle,2018
Le Télégramme BretagneLORIENT,2016
Linéaires,2016
L'Usine Nouvelle,2019
l'Humanité,2018
LSA,2019
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
Silicon,2020
IT for Business,2017
Le Progrès Lyon,2019
mind Health,2020
IT for Business,2015
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
Cercle Finance,2019
Cercle Finance,2019
l'Humanité,2020
L'Union FranceVitry,2020
L'Express,2020
Libération,2017
La Tribune,2019
Sciences et Avenir,2017
L'Union FranceLaon,2020
La Tribune,2017
Boursier,2019
Les Echos,2020
L'Usine Nouvelle,2019
IT for Business,2019
L'Express,2020
mind Health,2020
La Correspondance économique,2019
Courrier picardToutes éditions,2017
AFP Infos Françaises,2018
AFP Infos Françaises,2019
La République du Centre,2020
L'Union FranceVitry,2018
Le Télégramme Bretagne,2012
CFNEWS,2019
La Correspondance de la Publicité,2017
La Correspondance de la Publicité,2018
L'Est Républicain,2015
La Correspondance de la Publicité,2019
La Nouvelle République du Centre OuestINDRE,2012
La Nouvelle République du Centre OuestINDRE,2012
La Voix du NordDouai,2020
20 Minutes,2020
L'Usine Nouvelle,2020
Recyclage Récupération,2020
Sciences et Avenir,2019
JournalAuto,2019
Technologies Bancaires,2019
AFP Infos Economiques,2017
Le Progrès Lyon,2019
La Recherche,2017
Le Moniteur Entrepreneurs et Installateurs,2018
ABC Bourse,2020
IT for Business,2017
L'AGEFI,2020
L'Usine Nouvelle,2017
Capital Finance,2019
Les Echos,2020
Le Figaro,2020
Bulletin Quotidien,2020
Mesures,2019
Sciences et Avenir,2018
La Croix,2019
Action Co,2019
Sciences et Avenir,2019
La Croix,2020
La Croix,2020
Le Monde,2019
Sciences et Avenir,2015
Le Monde,2011
Les Echos,2019
Chef d'Entreprise,2017
Action Co,2018
Marketing France,2017
Science et Vie,2013
L'Usine Nouvelle,2020
Le Point,2020
Les Echos,2020
Les Echos,2020
L'Usine Nouvelle,2018
L'AGEFI,2018
La Tribune,2018
Le Monde,2015
Acteurs Publics,2018
Intelligence Online Éditionançaise,2018
Les Echos,2016
L'Obs,2018
La Provence,2019
Les Echos,2014
Le Figaro,2016
Intelligence Online Éditionançaise,2018
Le Quotidien du Médecin,2016
Le Figaro,2020
Stratégies,2020
